# Supercell: [-1  1  1  1 -1  1  1  1 -1]
# Read with np.loadtxt()
1.359687646864409771e+01 -1.289954146326638569e-17 6.449772511034857989e-18 1.765795024344229525e+00 -4.465749005400915590e-19 -3.910564072188699537e-19 -8.243809336631657825e-01 -4.465661021740256999e-19 -3.910642549592435171e-19 -8.243809336631657825e-01 7.821451573470361968e-19 8.376164309470158939e-19 -3.428477406415494144e+00 -2.494571276648865243e+00 -2.494571276648865243e+00 -3.428477406415494144e+00 2.494571276648865243e+00 2.494571276648865243e+00 -3.428477406415494144e+00 2.494571276648865688e+00 -2.494571276648865688e+00 -3.428477406415494144e+00 -2.494571276648865688e+00 2.494571276648865688e+00
-2.531843120331449344e-25 1.359687646864410127e+01 -1.803302413625083230e-16 1.228666240082042580e-18 -8.243809336631661155e-01 1.093349200032506970e-17 -1.228671993412992619e-18 1.765795024344230413e+00 1.093344341820894640e-17 1.056274326192199642e-22 -8.243809336631660045e-01 -2.341907316369868170e-17 -2.494571276648866576e+00 -3.428477406415495921e+00 -2.494571276648866576e+00 2.494571276648866576e+00 -3.428477406415495032e+00 -2.494571276648866576e+00 2.494571276648866576e+00 -3.428477406415495476e+00 2.494571276648867020e+00 -2.494571276648866576e+00 -3.428477406415495476e+00 2.494571276648866576e+00
8.921696572462889444e-24 1.359104210172477207e-16 1.359687646864409949e+01 -1.228668265435474118e-18 -8.240338455799140159e-18 -8.243809336631660045e-01 2.215267068133937185e-23 1.642170425942030506e-17 -8.243809336631661155e-01 1.228669413865780101e-18 -7.011599652497274605e-18 1.765795024344230191e+00 -2.494571276648866132e+00 -2.494571276648866132e+00 -3.428477406415495032e+00 2.494571276648866132e+00 -2.494571276648866132e+00 -3.428477406415495476e+00 -2.494571276648866576e+00 2.494571276648866576e+00 -3.428477406415495476e+00 2.494571276648866576e+00 2.494571276648866576e+00 -3.428477406415495032e+00
1.765795024344229525e+00 1.339706857268829478e-18 -1.284176607546705849e-18 1.359687646864409771e+01 3.869861331920946505e-17 -1.934930843900639844e-17 -8.243809336631657825e-01 -2.346347273420711773e-18 -5.551537291017827428e-20 -8.243809336631657825e-01 1.339698058902764774e-18 1.173165312996081161e-18 -3.428477406415494144e+00 2.494571276648865243e+00 2.494571276648865243e+00 -3.428477406415494144e+00 -2.494571276648865243e+00 -2.494571276648865243e+00 -3.428477406415494144e+00 -2.494571276648865688e+00 2.494571276648865688e+00 -3.428477406415494144e+00 2.494571276648865688e+00 -2.494571276648865688e+00
-3.355342833533046609e-19 -8.243809336631661155e-01 1.093349200032506970e-17 2.579907210912739216e-17 1.359687646864410127e+01 -1.803302413625083230e-16 -1.564307743506294724e-18 -8.243809336631660045e-01 -2.341907316369868170e-17 2.121803950141731404e-18 1.765795024344230413e+00 1.093344341820894640e-17 2.494571276648866576e+00 -3.428477406415495921e+00 -2.494571276648866576e+00 -2.494571276648866576e+00 -3.428477406415495032e+00 -2.494571276648866576e+00 -2.494571276648866576e+00 -3.428477406415495476e+00 2.494571276648867020e+00 2.494571276648866576e+00 -3.428477406415495476e+00 2.494571276648866576e+00
-4.465647493301017332e-19 -8.240338455799140159e-18 -8.243809336631660045e-01 -1.289954484966811253e-17 1.359104210172477207e-16 1.359687646864409949e+01 -4.465683558289424571e-19 -7.011599652497274605e-18 1.765795024344230191e+00 7.820789053661562803e-19 1.642170425942030506e-17 -8.243809336631661155e-01 2.494571276648866132e+00 -2.494571276648866132e+00 -3.428477406415495032e+00 -2.494571276648866132e+00 -2.494571276648866132e+00 -3.428477406415495476e+00 2.494571276648866576e+00 2.494571276648866576e+00 -3.428477406415495476e+00 -2.494571276648866576e+00 2.494571276648866576e+00 -3.428477406415495032e+00
-8.243809336631657825e-01 1.339698058902764774e-18 -3.910642549592435171e-19 -8.243809336631657825e-01 -2.346347273420711773e-18 8.376164309470158939e-19 1.359687646864409771e+01 3.869861331920946505e-17 6.449772511034857989e-18 1.765795024344229525e+00 1.339706857268829478e-18 -3.910564072188699537e-19 -3.428477406415494144e+00 2.494571276648865243e+00 -2.494571276648865243e+00 -3.428477406415494144e+00 -2.494571276648865243e+00 2.494571276648865243e+00 -3.428477406415494144e+00 -2.494571276648865688e+00 -2.494571276648865688e+00 -3.428477406415494144e+00 2.494571276648865688e+00 2.494571276648865688e+00
2.121803950141731404e-18 1.765795024344230413e+00 -1.260867643297452225e-17 -1.564307743506294724e-18 -8.243809336631660045e-01 2.420117422173551992e-17 2.579907210912739216e-17 1.359687646864410127e+01 1.674307054345367695e-16 -3.355342833533046609e-19 -8.243809336631661155e-01 -1.015139094228823148e-17 2.494571276648866576e+00 -3.428477406415495921e+00 2.494571276648866576e+00 -2.494571276648866576e+00 -3.428477406415495032e+00 2.494571276648866576e+00 -2.494571276648866576e+00 -3.428477406415495476e+00 -2.494571276648867020e+00 2.494571276648866576e+00 -3.428477406415495476e+00 -2.494571276648866576e+00
2.215267068131487161e-23 -1.809693727418588245e-17 -8.243809336631661155e-01 1.228669413865780101e-18 7.793700710534112827e-18 1.765795024344230191e+00 8.921696572423414874e-24 -1.488099569452192742e-16 1.359687646864409949e+01 -1.228668265435474118e-18 9.022439513835978380e-18 -8.243809336631660045e-01 -2.494571276648866132e+00 2.494571276648866132e+00 -3.428477406415495032e+00 2.494571276648866132e+00 2.494571276648866132e+00 -3.428477406415495476e+00 -2.494571276648866576e+00 -2.494571276648866576e+00 -3.428477406415495476e+00 2.494571276648866576e+00 -2.494571276648866576e+00 -3.428477406415495032e+00
-8.243809336631657825e-01 7.821451573470361968e-19 -5.551537291017825021e-20 -8.243809336631657825e-01 -4.465661021740256999e-19 1.173165312996081161e-18 1.765795024344229525e+00 -4.465749005400915590e-19 -1.284176607546705849e-18 1.359687646864409771e+01 -1.289954146326638569e-17 -1.934930843900639844e-17 -3.428477406415494144e+00 -2.494571276648865243e+00 2.494571276648865243e+00 -3.428477406415494144e+00 2.494571276648865243e+00 -2.494571276648865243e+00 -3.428477406415494144e+00 2.494571276648865688e+00 2.494571276648865688e+00 -3.428477406415494144e+00 -2.494571276648865688e+00 -2.494571276648865688e+00
1.056274326192199642e-22 -8.243809336631660045e-01 2.420117422173551992e-17 -1.228671993412992619e-18 1.765795024344230413e+00 -1.260867643297452225e-17 1.228666240082042580e-18 -8.243809336631661155e-01 -1.015139094228823148e-17 -2.531843120331449344e-25 1.359687646864410127e+01 1.674307054345367695e-16 -2.494571276648866576e+00 -3.428477406415495921e+00 2.494571276648866576e+00 2.494571276648866576e+00 -3.428477406415495032e+00 2.494571276648866576e+00 2.494571276648866576e+00 -3.428477406415495476e+00 -2.494571276648867020e+00 -2.494571276648866576e+00 -3.428477406415495476e+00 -2.494571276648866576e+00
-4.465683558289424571e-19 7.793700710534112827e-18 1.765795024344230191e+00 7.820789053661562803e-19 -1.809693727418588245e-17 -8.243809336631661155e-01 -4.465647493301017332e-19 9.022439513835978380e-18 -8.243809336631660045e-01 -1.289954484966811253e-17 -1.488099569452192742e-16 1.359687646864409949e+01 2.494571276648866132e+00 2.494571276648866132e+00 -3.428477406415495032e+00 -2.494571276648866132e+00 2.494571276648866132e+00 -3.428477406415495476e+00 2.494571276648866576e+00 -2.494571276648866576e+00 -3.428477406415495476e+00 -2.494571276648866576e+00 -2.494571276648866576e+00 -3.428477406415495032e+00
-3.428477406415495476e+00 -2.494571276648866132e+00 -2.494571276648866132e+00 -3.428477406415495476e+00 2.494571276648866576e+00 2.494571276648866576e+00 -3.428477406415495032e+00 2.494571276648866576e+00 -2.494571276648866576e+00 -3.428477406415495032e+00 -2.494571276648866132e+00 2.494571276648866132e+00 1.359687646864409949e+01 1.552597249092050510e-16 -1.289954484966811253e-17 1.765795024344230191e+00 -6.956084203151324131e-18 -1.675235392230149493e-18 -8.243809336631661155e-01 1.770588674516746334e-17 7.820789053661564729e-19 -8.243809336631660045e-01 -9.413490042854397491e-18 7.821022870711051106e-19
-2.494571276648866576e+00 -3.428477406415495032e+00 -2.494571276648866576e+00 2.494571276648867020e+00 -3.428477406415495476e+00 -2.494571276648866576e+00 2.494571276648866576e+00 -3.428477406415495476e+00 2.494571276648866576e+00 -2.494571276648866576e+00 -3.428477406415495921e+00 2.494571276648866576e+00 -1.609809374705509927e-16 1.359687646864410127e+01 6.449768217170081873e-18 -2.336355771435273276e-17 -8.243809336631660045e-01 -3.911561564510380659e-19 1.221762590395610314e-17 1.765795024344230413e+00 8.376214643945737970e-19 9.760340413269812372e-18 -8.243809336631661155e-01 -3.910497326992546540e-19
-2.494571276648865243e+00 -2.494571276648865243e+00 -3.428477406415494144e+00 2.494571276648865688e+00 -2.494571276648865688e+00 -3.428477406415494144e+00 -2.494571276648865688e+00 2.494571276648865688e+00 -3.428477406415494144e+00 2.494571276648865243e+00 2.494571276648865243e+00 -3.428477406415494144e+00 -1.934930843900639844e-17 1.934930942725215630e-17 1.359687646864409771e+01 -1.284182409311385287e-18 -1.173195686365455019e-18 -8.243809336631657825e-01 1.173165312996081353e-18 5.551557315560686595e-20 -8.243809336631657825e-01 -5.550957114549900562e-20 1.284191407922879388e-18 1.765795024344229525e+00
